,psi_00,psi_01,psi_02,psi_03,psi_04,psi_05,psi_06,psi_07,psi_08,psi_squared_0,psi_squared_1,psi_squared_2,psi_squared_3,psi_squared_4,psi_squared_5,psi_squared_6,psi_squared_7,psi_squared_8,v_ev,z_ang
1097,(0.18381774660416875+1.921632221685697e-14j),(0.11427949862668435+1.6854676865145193e-14j),(-0.11226143526126327-6.256379027709201e-14j),(-0.18255599166885947+9.472545475175269e-14j),(9.847692088409197e-05+1.468606535476821e-14j),(0.18130394193688285-5.0357803711952865e-14j),(0.10784636189056511-3.321254395584251e-14j),(-0.11391910670427595+2.494192669673267e-14j),(-0.15178123751732311-5.0694381276306865e-14j),0.03378896396663439,0.01305980380636635,0.012602629846918803,0.03332669009420069,9.69770394681171e-09,0.03287111936185259,0.011630837773030735,0.01297756287230021,0.023037544062290055,0.0,5.385930630190515
1098,(0.18355101881376648+1.913749543089295e-14j),(0.11561255987696982+1.7064801226832115e-14j),(-0.11023930433538821-6.082362221771518e-14j),(-0.18353342887739277+9.512070587576658e-14j),(-0.003981677670409937+1.7627179850348198e-14j),(0.17977591975200377-5.053188482817897e-14j),(0.11237718776477862-3.447710488224614e-14j),(-0.10896732922735641+2.3510230029485985e-14j),(-0.1540617415611341-5.1147048830425503e-14j),0.033690976507571656,0.013366264001305932,0.012152704220350342,0.03368451951549299,1.5853757071041104e-05,0.0323193813226789,0.012628632329920309,0.011873878838943083,0.023735020212849678,0.0,5.459208597948219
1099,(0.18328085276210956+1.9044089447107352e-14j),(0.11693691689647641+1.72494582293742e-14j),(-0.10819897463317743-5.901652156965205e-14j),(-0.18445697765421318+9.550719249234662e-14j),(-0.008059950968809322+2.059257828910449e-14j),(0.1781306746560819-5.070941421701715e-14j),(0.11680919384205414-3.573445744771209e-14j),(-0.10389190318384707+2.2056932484355395e-14j),(-0.15612783406389108-5.1443159246213257e-14j),0.03359187098920609,0.01367424253325343,0.011707018111670972,0.0340243766053269,6.496280961961033e-05,0.0317305372534309,0.013644387766030578,0.010793527547161853,0.02437590056948191,0.0,5.532486565705909
1100,(0.1830072549830782+1.8967955203268714e-14j),(0.11825247169934305+1.744931867769724e-14j),(-0.10614078825184112-5.724435408387708e-14j),(-0.18532637139723004+9.583470152310272e-14j),(-0.012134483476763602+2.352041789369774e-14j),(0.17636928644986877-5.082946956542031e-14j),(0.1211384851600869-3.7012975036382416e-14j),(-0.09869858504109191+2.0565754135501112e-14j),(-0.1579766332977626-5.1709202432981795e-14j),0.0334916553764414,0.01398364706300393,0.011265866930722174,0.034345863935264044,0.00014724568924784888,0.031106125202835865,0.014674532586880595,0.009741410689113652,0.024956616668095753,0.0,5.605764533463599
1101,(0.18273023208752975+1.887103565626828e-14j),(0.11955912702191351+1.7585508481465838e-14j),(-0.10406509021007433-5.5442237505508704e-14j),(-0.18614135950720878+9.611976851327284e-14j),(-0.016203417616427938+2.647914903309586e-14j),(0.17449291067221423-5.094730491430154e-14j),(0.12536125731687875-3.8215916145358316e-14j),(-0.09339326479325848+1.900800149215614e-14j),(-0.1596055598387661-5.1849566406295934e-14j),0.033390337718762486,0.01429438485424205,0.01082954300043091,0.03464860571919195,0.00026255074245236723,0.030447775874861336,0.015715444836068685,0.008722301908743693,0.025473934731445942,0.0,5.6790425012213035
1102,(0.1824497907626845+1.880261051178259e-14j),(0.1208567863290404+1.7745140386906996e-14j),(-0.10197222838875579-5.364026792491634e-14j),(-0.18690170746052795+9.637493457176828e-14j),(-0.02026489858124066+2.9389847122400817e-14j),(0.1725027778299549-5.101030921441485e-14j),(0.12947379981069887-3.9412229888873987e-14j),(-0.08798195927746959+1.7436977881014886e-14j),(-0.1610123401613777-5.1911606346297465e-14j),0.033287926149347356,0.014606362801783327,0.010398335362568572,0.03493224825166077,0.0004106661145079697,0.029757208359050782,0.016763464837420926,0.007740825158302317,0.0259249736842432,0.0,5.7523204689789935
1103,(0.18216593777196835+1.875880576388431e-14j),(0.12214535382266363+1.7871426493067676e-14j),(-0.09986255346979495-5.182568625709479e-14j),(-0.1876071968723834+9.659280580899506e-14j),(-0.024317075183710055+3.233709548318383e-14j),(0.17040019258579286-5.106164749121592e-14j),(0.13347249930009042-4.0564319875798525e-14j),(-0.08247080533745545+1.5842979118284027e-14j),(-0.1621950098041241-5.185862812013069e-14j),0.033184428884340644,0.014919487460463688,0.009972529585507655,0.03519646031831322,0.0005913201454902073,0.0290362256332753,0.017814908069412636,0.00680143373300847,0.026307221205359912,0.0,5.8255984367366835
1104,(0.1818786799543842+1.876810060328863e-14j),(0.12342473444795203+1.805033155385446e-14j),(-0.0977364188759356-5.0034062938490524e-14j),(-0.18825762555987027+9.669902587368098e-14j),(-0.028358100703662556+3.5205111492968304e-14j),(0.16818653289069813-5.1037888377291766e-14j),(0.1373538427746711-4.168299699901233e-14j),(-0.07686605286052979+1.4227928067486596e-14j),(-0.16315191610882804-5.182750894122479e-14j),0.03307985422194932,0.015233665073547478,0.00955240757469234,0.03544093358144032,0.0008041818755190667,0.028286709845793883,0.01886607812496907,0.00590839008235776,0.02661854772998206,0.0,5.898876404494374
1105,(0.18158802422435433+1.875590822535303e-14j),(0.12469483390173601+1.8187210652826752e-14j),(-0.09559418070868592-4.8199247413600986e-14j),(-0.1888528075954444+9.676802370914744e-14j),(-0.032386133731843104+3.811318108193609e-14j),(0.16586324907548683-5.1029146689439655e-14j),(0.1411144206404316-4.2752978406449734e-14j),(-0.07117405767771795+1.2564459529465204e-14j),(-0.1638817205225053-5.162967210994474e-14j),0.03297421054170469,0.015548801601781532,0.009138247385364898,0.03566538293668194,0.0010488616580968258,0.027510617393876984,0.019913279712684664,0.005065746486311122,0.026857218321416534,0.0,5.972154372252078
1106,(0.1812939775710775+1.8769028873030417e-14j),(0.12595555863848382+1.834406034284019e-14j),(-0.09343619768727345-4.642016861529598e-14j),(-0.18939257336026608+9.67872323096279e-14j),(-0.03639933901326925+4.102489676037062e-14j),(0.16343186288806266-5.098987167037407e-14j),(0.1447509297102331-4.378681034514259e-14j),(-0.06540127435327706+1.0893009286684475e-14j),(-0.16438340046601332-5.14064052149459e-14j),0.032867506303542356,0.015864802751932534,0.008730323038255243,0.03586954684402377,0.0013249118806029048,0.026709973807062512,0.020952831651976842,0.004277326687032615,0.027021902348769708,0.0,6.045432340009768
1107,(0.18099654705837218+1.8763978130620955e-14j),(0.12720681587858632+1.8506053451925588e-14j),(-0.09126283108570463-4.4593111834521384e-14j),(-0.1898767695878605+9.67639278176648e-14j),(-0.04039588828508449+4.390405127999969e-14j),(0.16089396649114662-5.093935197709347e-14j),(0.14826017610357264-4.475854645543553e-14j),(-0.059554248853574195+9.161825766866255e-15j),(-0.1646562507594325-5.106507893437465e-14j),0.03275975004705353,0.01618157400596856,0.008328904337777854,0.03605318762912147,0.0016318277903410263,0.025886868453254212,0.02198107981826237,0.0035467085565134434,0.027111680914153113,0.0,6.118710307767458
1108,(0.1806957398240184+1.8784784519303972e-14j),(0.1284485136141652+1.8667098052538237e-14j),(-0.08907444467091793-4.280948980318068e-14j),(-0.19030525940767445+9.668776751290386e-14j),(-0.04437396111346499+4.6763229067480475e-14j),(0.15825122140693323-5.084604346387377e-14j),(0.15163907804627566-4.5733501407521264e-14j),(-0.053639611121966656+7.437827712903236e-15j),(-0.16469988460972665-5.0697654812945574e-14j),0.03265095039054935,0.016499020649688383,0.00793425669343242,0.03621609175822227,0.001969048424899303,0.025043449076786205,0.022994409990724482,0.002877207881315809,0.027126051990457273,0.0,6.191988275525162
1109,(0.18039156307960222+1.8786249410478185e-14j),(0.1296805606172077+1.8836465151484067e-14j),(-0.08687140463901928-4.099037079842115e-14j),(-0.19067792237888964+9.65654651463358e-14j),(-0.048331745724177234+4.962518539293789e-14j),(0.1555053574236706-5.07388024098721e-14j),(0.1548846685745632-4.6638555145643563e-14j),(-0.047664067549746995+5.63915973033209e-15j),(-0.16451423415166203-5.021481260131084e-14j),0.0325411160303021,0.016817047801993282,0.007546640943956221,0.036358070082729864,0.0023359576447465244,0.02418191618746355,0.02398926055945229,0.0022718633353868444,0.02706493323850788,0.0,6.265266243282852
1110,(0.18008402410984342+1.8813300814783266e-14j),(0.13090286644520427+1.898415832938684e-14j),(-0.0846540795526811-3.921826956211183e-14j),(-0.1909946545241535+9.636709218955725e-14j),(-0.05226743983149736+5.2425432763525854e-14j),(0.1526581714505484-5.056446751368731e-14j),(0.1579940981341172-4.747017216083292e-14j),(-0.04163439337016682+3.843245635783784e-15j),(-0.16409955054899084-4.9683872801599917e-14j),0.03243025573959467,0.017135560443570987,0.00716631318491166,0.03647895805680075,0.0027318852665391973,0.023304517310625033,0.024962135045213052,0.0017334227113017908,0.026928662490380798,0.0,6.338544211040542
1111,(0.17977313027244082+1.8862683011529276e-14j),(0.13211534144913137+1.9149820529320824e-14j),(-0.082422840276601-3.7427109540279747e-14j),(-0.19125536835351326+9.612255867825915e-14j),(-0.05617925145993978+5.524024243437256e-14j),(0.14971152633606663-5.040033169549234e-14j),(0.16096463707898062-4.831000194598872e-14j),(-0.03555742496565658+2.0651797835820827e-15j),(-0.16345640364787867-4.9064133218336266e-14j),0.032318378367951976,0.017454463446220567,0.0067935245992620805,0.03657861592403804,0.0031561082945991458,0.02241354111787477,0.025909614389967944,0.0012643304701882977,0.026717995893498242,0.0,6.411822178798232
1112,(0.17945888899738582+1.8947302547826337e-14j),(0.1333178967789157+1.9336683248065046e-14j),(-0.08017805991419438-3.563025323459972e-14j),(-0.1914599928882948+9.578869482634324e-14j),(-0.06006539976366582+5.801052116349222e-14j),(0.14666734963620778-5.015804635641495e-14j),(0.16379367806088554-4.9073644723964556e-14j),(-0.029440052115590344+2.89322190867065e-16j),(-0.1625856811910532-4.8377604282957396e-14j),0.03220549284017605,0.017773661601553623,0.006428521291604144,0.03665692887678589,0.0036078522487689854,0.02151131144930962,0.02682836897271302,0.0008667166685686755,0.026434103728358794,0.0,6.485100146555936
1113,(0.17914130778680906+1.9016954109455858e-14j),(0.13451044439126333+1.9515056819686325e-14j),(-0.07792011374232391-3.379681641369974e-14j),(-0.19160847367513578+9.543799648432232e-14j),(-0.06392411583786806+6.076920425296564e-14j),(0.14352763234776247-4.9905961002291446e-14j),(0.16647873831424684-4.980988907211065e-14j),(-0.023289210174721985-1.5063503265656276e-15j),(-0.16148858758564746-4.759366183299084e-14j),0.03209160815556826,0.018093059650335145,0.006071544125616696,0.0367138071841152,0.004086292585653174,0.020600181247354472,0.027715170310703478,0.000542387310562374,0.026078563920407333,0.0,6.558378114313626
1114,(0.17882039421428006+1.9096558963133876e-14j),(0.1356928970549484+1.966967485436985e-14j),(-0.07564937914733441-3.201519767853211e-14j),(-0.1917007728+9.508228177725235e-14j),(-0.06775364352716404+6.347328414745544e-14j),(0.1402944275930648-4.96291788959794e-14j),(0.16901746182738822-5.0496497949363345e-14j),(-0.017111872209944166-3.3531426787328963e-15j),(-0.1601666422346885-4.678289903851398e-14j),0.03197673338695053,0.018412562311164827,0.005722828565377154,0.03674918629211722,0.004590556211206017,0.019682526413665698,0.028566902402572633,0.0002928161705294595,0.025653353284734698,0.0,6.631656082071316
1115,(0.17849615592465537+1.9167334990276922e-14j),(0.1368651683584865+1.9828664692278036e-14j),(-0.07336623555910078-3.017747047956036e-14j),(-0.19173686889229996+9.468889248465072e-14j),(-0.07155224022514159+6.615960148723689e-14j),(0.13696984927166575-4.9369964269542584e-14j),(0.17140762140564972-5.110534713410064e-14j),(-0.010915041085459086-5.181764178988697e-15j),(-0.15862167742619-4.585431861235898e-14j),0.031860877679878885,0.018732074309796853,0.005382604520113464,0.03676302689262302,0.00511972308123637,0.018760739609502836,0.02938057267594255,0.00011913812189725987,0.025160836549498272,0.0,6.704934049829021
1116,(0.1781686006333644+1.9280731423103153e-14j),(0.1380271727152454+1.9985052680038288e-14j),(-0.07107106438645423-2.8366716756275602e-14j),(-0.19171675712904584+9.424805427212048e-14j),(-0.07531817767025627+6.881581499954715e-14j),(0.13355607066512817-4.9013803533075364e-14j),(0.17364712061692103-5.170899157889156e-14j),(-0.004705741524279347-7.047269740241375e-15j),(-0.15685583579126558-4.490898866813004e-14j),0.0317440502516513,0.019051500407764183,0.005051096193023523,0.03675531496407755,0.00567282788756829,0.01783722401150871,0.03015332249854752,2.214400329332691e-05,0.02460375322177647,0.0,6.778212017586711
1117,(0.1778377361262599+1.9368991036966608e-14j),(0.1391788253709612+2.0104679937894995e-14j),(-0.0687642489505967-2.652822466192155e-14j),(-0.19164044922906134+9.378953602585883e-14j),(-0.07904974273206662+7.145670532307985e-14j),(0.13005532301065162-4.8659817291522884e-14j),(0.1757339956256711-5.2211899359236986e-14j),(0.0015089878639347855-8.922780721993437e-15j),(-0.15487156732619003-4.384278918126372e-14j),0.03162626039051324,0.019370745431640517,0.004728521933739639,0.03672606178071644,0.0062488618260059196,0.01691438704340493,0.030882437218563392,2.2770443735024666e-06,0.023985202366070612,0.0,6.851489985344401
1118,(0.17750357025888913+1.9488757309492613e-14j),(0.14032004240866913+2.0236991259911133e-14j),(-0.0664461744199675-2.473401584939525e-14j),(-0.19150797344727702+9.328175381587248e-14j),(-0.08274523819317829+7.40504228864372e-14j),(0.1264698940296311-4.823968622025393e-14j),(0.1776664169059978-5.2658024515203046e-14j),(0.007722102560552568-1.0798181248655045e-14j),(-0.15267162599128048-4.273714764312886e-14j),0.03150751745465239,0.019689714301570703,0.004415094095048744,0.03667530389388296,0.006846774443645812,0.01599463409586612,0.03156535569621582,5.9630867955692524e-05,0.02330862538282143,0.0,6.924767953102105
1119,(0.1771661109563476+1.9625146972603562e-14j),(0.14145074075606065+2.0336383957264088e-14j),(-0.06411722774307313-2.2878944736824996e-14j),(-0.1913193745590557+9.275282096129456e-14j),(-0.08640298352072477+7.66081734239198e-14j),(0.12280212642704058-4.7816362960566254e-14j),(0.17944269084020137-5.3054942558258377e-14j),(0.013926560131286838-1.2639902179608224e-14j),(-0.15025906588246787-4.156312466313961e-14j),0.03138783087139687,0.020008312060438276,0.004111018893457107,0.03660310308166825,0.007465475561282637,0.015080362255002859,0.03219967929597209,0.00019394907709034808,0.02257778687987182,0.0,6.998045920859795
1120,(0.176825366212536+1.9827708487492473e-14j),(0.14257083819023186+2.0516320678253226e-14j),(-0.06177779758284358-2.111830194565148e-14j),(-0.19107471384465358+9.214830697912187e-14j),(-0.09002131563292894+7.908532863191491e-14j),(0.11905441634765784-4.729924965339338e-14j),(0.1810612611933838-5.334748946212018e-14j),(0.020115328206800995-1.444001050203043e-14j),(-0.14763723698986783-4.0413164557093155e-14j),0.03126721013619747,0.020326443902265276,0.0038164962741867943,0.03650954627081625,0.008103837268283415,0.01417395405188146,0.03278318030493876,0.0004046264288673237,0.021796753746002397,0.0,7.071323888617485
1121,(0.17648134409001703+1.9980370856391614e-14j),(0.14368025334488102+2.0638742596807912e-14j),(-0.0594282742489262-1.927807952507419e-14j),(-0.1907740690636824+9.15412279295508e-14j),(-0.0935985896544137+8.155854570892198e-14j),(0.11522921180520619-4.679920536057613e-14j),(0.1825207104710216-5.364139417870745e-14j),(0.026281392460907382-1.6246819598490056e-14j),(-0.144809780540134-3.912489463674828e-14j),0.03114566481181899,0.020644015201249193,0.003531719780205585,0.03639474542711467,0.00876069598529532,0.01327777125324907,0.033313809750846496,0.0006907115896842394,0.020969872540081768,0.0,7.144601856375175
1122,(0.1761340527192583+2.0153147354766816e-14j),(0.14477890571487176+2.078710546109982e-14j),(-0.05706904963158182-1.7452216165856705e-14j),(-0.19041753442977383+9.087500556152842e-14j),(-0.09713317966598219+8.400539781389716e-14j),(0.11132901107033533-4.6288362836635056e-14j),(0.1838197611499943-5.388189435348601e-14j),(0.03241776455785215-1.8058384311580524e-14j),(-0.14178062393831464-3.781435496831477e-14j),0.031023204527310465,0.020960931539995727,0.003256876425851949,0.0362588374183141,0.009434854592023974,0.012394148705898845,0.03378970458924095,0.0010509114589283349,0.0201017453243378,0.0,7.217879824132879
1123,(0.17578350029849243+2.0296801425189462e-14j),(0.14586671566326953+2.0920258263813062e-14j),(-0.05470051713349107-1.5586575291874093e-14j),(-0.19000522057521785+9.016451101390333e-14j),(-0.1006234794423739+8.641722217360369e-14j),(0.10735636103370305-4.5760292980057214e-14j),(0.18495727679046556-5.408936968534559e-14j),(0.038517490079209814-1.984624080574607e-14j),(-0.13855397530687086-3.638845087184011e-14j),0.030899838977190088,0.021277098738389122,0.0029921465746713502,0.03610198384583719,0.010125084615089843,0.011525388254398795,0.03420919423774489,0.0014835970420020263,0.019197204073336978,0.0,7.291157791890569
1124,(0.17542969509294637+2.045967372643823e-14j),(0.14694360442571855+2.1052040280162207e-14j),(-0.052323071603240685-1.37887557778511e-14j),(-0.18953725451587777+8.93953755946098e-14j),(-0.10406790318389833+8.879227664019824e-14j),(0.10331385552997806-4.519878446933244e-14j),(0.1859322630190816-5.424185798428795e-14j),(0.04457365640175723-2.1621050196119105e-14j),(-0.1351343176389572-3.4970091044763714e-14j),0.03077557792040413,0.021592422881622053,0.002737703821997852,0.03592437084941663,0.010830128473093236,0.010673752744469177,0.03457080643139694,0.001986810845021913,0.01826128380374658,0.0,7.364435759648259
1125,(0.17507264543470544+2.0594226352384788e-14j),(0.14800949411731565+2.1155614962803737e-14j),(-0.049937109266691516-1.1907001083947407e-14j),(-0.1890137796060568+8.859284979022968e-14j),(-0.10746488623528626+9.114386636665812e-14j),(0.0992041336392143-4.4620063692550845e-14j),(0.18674386839134155-5.432617321454063e-14j),(0.05057940053712008-2.3394504377266832e-14j),(-0.1315264025644553-3.344348357642833e-14j),0.030650431179506086,0.021906810348863697,0.0024937148819134877,0.03572620888096702,0.011548701773563017,0.009841460131107092,0.034873272381762695,0.0025582757586944233,0.017299194571547154,0.0,7.4377137274059635
1126,(0.17471235972192847+2.0742856501765413e-14j),(0.1490643077367987+2.1245125786768093e-14j),(-0.04754302766010472-1.0100810461699927e-14j),(-0.1884349554937227+8.77407807795334e-14j),(-0.11081288579784636+9.34173831445476e-14j),(0.09502987795130653-4.4008122836181065e-14j),(0.1873913851235822-5.436364185428857e-14j),(0.05652791690447216-2.5130424200893264e-14j),(-0.12773524374720366-3.188557620109709e-14j),0.030524408639604535,0.02222016784105103,0.0022603394790894826,0.03550773245192125,0.01227949565884654,0.009030677703440215,0.0351155312185347,0.0031954053895589096,0.016316292495157533,0.0,7.5109916951636535
1127,(0.17434884641871592+2.089614930571917e-14j),(0.1501079691732573+2.1309039554125286e-14j),(-0.045141225561121025-8.242437074992098e-15j),(-0.18780095806566585+8.686294402368925e-14j),(-0.11411038162809865+9.570303122249287e-14j),(0.09079381281016873-4.3394940825903925e-14j),(0.18787424970290137-5.434664581529153e-14j),(0.062412465047397614-2.6836409978891576e-14j),(-0.12376610991269595-3.023434982494337e-14j),0.03039752024753699,0.022532402409319564,0.002037730245160006,0.03526919985038198,0.013021179195310314,0.00824351644460796,0.035296733701428135,0.003895315793292629,0.015318049962921534,0.0,7.5842696629213435
1128,(0.17398211405431205+2.1064307300575308e-14j),(0.1511404032101306+2.1400022076690834e-14j),(-0.04273210292157709-6.401979133502256e-15j),(-0.18711197939310503+8.595530469976028e-14j),(-0.11735587672916133+9.790494216595433e-14j),(0.08649870252322671-4.2706152455070885e-14j),(0.18819204336543546-5.428950529752314e-14j),(0.0682263772661401-2.846265472025196e-14j),(-0.11962451752598971-2.8569529179419037e-14j),0.030269776010807645,0.02284342148252086,0.0018260326201002576,0.035010892832405764,0.013772401802870109,0.007482025538201666,0.03541624518605794,0.004654838554861679,0.01431002519332582,0.0,7.6575476306790335
1129,(0.17361217122297687+2.119781753181545e-14j),(0.15216153553175385+2.144532543921664e-14j),(-0.04031606079814518-4.524931435186289e-15j),(-0.18636822766721256+8.50315878245287e-14j),(-0.12054789802789215+1.0013462641437861e-13j),(0.08214734955305807-4.20482880156099e-14j),(0.18834449245179047-5.420434921258053e-14j),(0.07396306617671315-3.0114242603127515e-14j),(-0.11531622311982377-2.6810549285043002e-14j),0.030141185996756237,0.02315313289538119,0.0016253847582797388,0.03473311628381797,0.014531795718943084,0.006748187038592309,0.035473647836922556,0.005470535158260849,0.013297831314620978,0.0,7.730825598436738
1130,(0.17323902658317508+2.1335722818058317e-14j),(0.1531712927271646+2.1494609746871523e-14j),(-0.037893501284890156-2.6771105692023955e-15j),(-0.18556992713518314+8.40554679350481e-14j),(-0.12368499704425345+1.0230660538448475e-13j),(0.07774259267664685-4.138487469999628e-14j),(0.18833146863001643-5.409129470433179e-14j),(0.07961603216807284-3.175238105667956e-14j),(-0.11084721529393803-2.5040138144054717e-14j),0.030011760331486042,0.023461444915710745,0.001435917439627972,0.03443619785695718,0.015297978493836985,0.006043910716087024,0.03546874207633886,0.006338712578187609,0.012287105138420648,0.0,7.804103566194428
1131,(0.1728626888574529+2.1446021418902618e-14j),(0.15416960229648347+2.1519982454224304e-14j),(-0.03546482744361885-8.066491226518229e-16j),(-0.18471731802621308+8.304199974405957e-14j),(-0.12676575054572814+1.0446486337498225e-13j),(0.07328730512927813-4.0713195746021646e-14j),(0.18815298899540098-5.392817559379072e-14j),(0.08517887076923633-3.33617757856413e-14j),(-0.10622370638625503-2.3193410599091287e-14j),0.029881509199028572,0.02376826627225588,0.0012577539856056606,0.03412048757879714,0.016069555511421776,0.005371029093111916,0.03540154726790348,0.007255440025522263,0.011283475798433317,0.0,7.877381533952118
1132,(0.1724831668316132+2.15716425291844e-14j),(0.15515639265452721+2.1532834556278336e-14j),(-0.0330304432362282+1.0266617810740874e-15j),(-0.18381065647812755+8.198482103130703e-14j),(-0.12978876119345353+1.0655506920702012e-13j),(0.06878439271840601-4.001590762660982e-14j),(0.1878092160374439-5.373689444267251e-14j),(0.09064527989755704-3.489855055115831e-14j),(-0.10145212383811585-2.133129189490986e-14j),0.02975044284026211,0.024073506181565826,0.0010910101803816934,0.033786357434920214,0.01684512253213131,0.004731292681639907,0.035272301628599276,0.008216566767706457,0.010292533431264394,0.0,7.950659501709822
1133,(0.1721004693545985+2.1661299007810116e-14j),(0.15613159313702388+2.15168760423803e-14j),(-0.030590753454813775+2.8922789558580917e-15j),(-0.18285021445391206+8.089595729710904e-14j),(-0.13275265817272244+1.0863689410664129e-13j),(0.06423679192471751-3.930115266574461e-14j),(0.18730045748377402-5.349321264974169e-14j),(0.0960090670004948-3.650936031667946e-14j),(-0.09653910125482443-1.939442276720693e-14j),0.029618571552073095,0.02437707437550516,0.000935794196933201,0.03343420092584163,0.01762326825192369,0.004126365436779453,0.035081461373631044,0.0092177409463055,0.009319798071089243,0.0,8.023937469467512
1134,(0.17171460533765168+2.174579360254449e-14j),(0.15709513400403044+2.148364691365978e-14j),(-0.028146163653859226+4.703991289100764e-15j),(-0.1818362796590028+7.975505234321394e-14j),(-0.13565609781472104+1.1066774176664107e-13j),(0.0596474679755814-3.856613459732428e-14j),(0.18662716601133073-5.321115207558076e-14j),(0.10126415606213181-3.803837531753516e-14j),(-0.09149146918483206-1.7420717631018023e-14j),0.029485905686265475,0.02467888112774428,0.0007922065284298261,0.03306443260022707,0.018402576874317164,0.003557820435898009,0.0348296990934208,0.010254429302975786,0.008370688933599074,0.0,8.097215437225202
1135,(0.17132558375420512+2.1831523041820745e-14j),(0.15804694644598177+2.144298644060444e-14j),(-0.02569708008015326+6.58536014248554e-15j),(-0.1807691554484809+7.858435293571528e-14j),(-0.13849776420197166+1.1267989785894369e-13j),(0.05501941290830345-3.785358965875601e-14j),(0.18578993883506492-5.289192239782997e-14j),(0.10640459448727202-3.9532279127207295e-14j),(-0.08631624561933847-1.540154887848122e-14j),0.029352455648719154,0.02497883728089903,0.0006603399246458095,0.032677487561557056,0.01918163068894494,0.0030271357967743885,0.034517901372337165,0.0113219377280008,0.007450494257817968,0.0,8.170493404982906
1136,(0.1709334136390285+2.1933957897060665e-14j),(0.1589869625869119+2.1393532934621735e-14j),(-0.023243909604871132+8.404587880382774e-15j),(-0.17964916073514375+7.735637142976283e-14j),(-0.14127636976455604+1.1459911135476426e-13j),(0.05035564360822514-3.707939553434269e-14j),(0.18478951716443898-5.252666370431301e-14j),(0.1114245598344444-4.089775093866751e-14j),(-0.08102062623671721-1.3399336713726468e-14j),0.029218231898291216,0.025276854272612122,0.0005402793337194204,0.032273820952841516,0.019959012653851565,0.0025356908431985858,0.03414716565386649,0.01241543253429968,0.00656434187578983,0.0,8.243771372740596
1137,(0.17053810408812345+2.200301941687905e-14j),(0.15991511549033627+2.1338122860138496e-14j),(-0.020787059653348944+1.0274178413144297e-14j),(-0.1784766298874816+7.6088536095035e-14j),(-0.14399065585940418+1.1649515725547564e-13j),(0.04565919983928772-3.633104997827208e-14j),(0.18362678553847406-5.2113687284776954e-14j),(0.11631836641119034-4.231297954000871e-14j),(-0.07561197439398575-1.1312521498245875e-14j),0.02908324494597163,0.025572844162287587,0.00043210184903188755,0.031853907415993095,0.02073330897482137,0.002084762529964012,0.033718796367192744,0.013529962364567933,0.005717170671756756,0.0,8.317049340498286
1138,(0.17013966425785812+2.209146941733992e-14j),(0.160831339162275+2.130878536243485e-14j),(-0.018326938137107573+1.2097684456129668e-14j),(-0.17725191262865864+7.47754145637836e-14j),(-0.1466393933399344+1.1835384337640423e-13j),(0.04093314225193768-3.555231973254999e-14j),(0.18230277102957587-5.1654338753104776e-14j),(0.12108047170305254-4.364406069189734e-14j),(-0.07009781089073905-9.237603677327468e-15j),0.028947505353776683,0.02586671965673073,0.000335876661481368,0.03141824053051764,0.021503111679103994,0.0016755221346173655,0.033234300325061965,0.014660480627833707,0.004913703091673814,0.0,8.390327308255976
1139,(0.16973810336486897+2.2150467170652554e-14j),(0.16173556855696808+2.127619412440418e-14j),(-0.015863953383533407+1.3942913816147536e-14j),(-0.17597537392540386+7.340788466878018e-14j),(-0.14922138310814134+1.2015368767901219e-13j),(0.036180550386198294-3.4795213800554927e-14j),(0.18081864232738448-5.114818205019385e-14j),(0.12570548265023113-4.496678822137509e-14j),(-0.06448580350812755-7.101507631696906e-15j),0.028811023733902943,0.02615839413644572,0.000251665016954921,0.030967332228185707,0.02226702117670669,0.0013090322262482336,0.0326953814131186,0.01580186836832756,0.004158418854088835,0.0,8.46360527601368
1140,(0.16933343068518153+2.2218521880537347e-14j),(0.16262773957969995+2.123529567641128e-14j),(-0.01339851406789496+1.5745509781218575e-14j),(-0.1746473938780407+7.198222772393592e-14j),(-0.15173545665663485+1.2185702286058448e-13j),(0.031404520654613126-3.3997685106483424e-14j),(0.17917570869282406-5.0583403954179447e-14j),(0.1301881617434469-4.618519761744033e-14j),(-0.05878375634923716-4.980074384689783e-15j),0.028673810747613177,0.026447781680802706,0.00017952017922757916,0.03050171218839149,0.02302364880679751,0.0009862439175460224,0.03210393458557575,0.016948957458137893,0.00345553001052648,0.0,8.53688324377137
1141,(0.16892565555411945+2.2257118710332187e-14j),(0.16350778909234712+2.118407870280762e-14j),(-0.01093102914297886+1.7597969447879958e-14j),(-0.17326836760043524+7.05181738328728e-14j),(-0.15418047659253284+1.2352287661993676e-13j),(0.026608164323091234-3.3222168574019835e-14j),(0.17737541879409727-4.996632416612715e-14j),(0.13452343295360375-4.7396656706757715e-14j),(-0.052999598983730065-2.821299471169421e-15j),0.02853587710438901,0.026734797093867467,0.00011948739812465315,0.030021927210919556,0.023771619362300565,0.0007079944086446252,0.03146203919238139,0.018096554013622722,0.0028089574924362007,0.0,8.61016121152906
